label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
A,0.0,0.0,0.0,-0.05824315547943115,-0.02440035343170166,-0.0066636543585048,-0.09439188241958618,-0.07403051853179932,-0.008048767117230682,-0.10694235563278198,-0.12983021140098572,-0.013294328828720836,-0.10616195201873779,-0.17344701290130615,-0.01568357915189722,-0.0738869309425354,-0.13265985250473022,0.02064079522583029,-0.08591628074645996,-0.17822805047035217,-0.0013504886398152394,-0.07962357997894287,-0.135081946849823,-0.014077715468971519,-0.06989902257919312,-0.10746073722839355,-0.018091958840756206,-0.04694467782974243,-0.13796859979629517,0.01496203999462864,-0.05851292610168457,-0.18345606327056885,-0.0092656723087714,-0.05401575565338135,-0.12541663646697998,-0.015979534839658527,-0.04405558109283447,-0.09914278984069824,-0.012140554269223003,-0.01821655035018921,-0.13745331764221191,0.004370929314376326,-0.030855953693389893,-0.1828988492488861,-0.019984808643727092,-0.029883265495300293,-0.12434083223342896,-0.012381620598404197,-0.021581649780273438,-0.09524577856063843,0.001848921519325586,0.01407533884048462,-0.13047823309898376,-0.007244021525053768,-0.003206193447113037,-0.1664358675479889,-0.019415796627669124,-0.006562411785125732,-0.12581869959831238,-0.009705831190018444,-0.00026470422744750977,-0.10149973630905151,0.0029622273189886528
A,0.0,0.0,0.0,-0.05728703737258911,-0.01838892698287964,-0.00837623497397999,-0.09841090440750122,-0.06585463881492615,-0.010768082755816977,-0.11442279815673828,-0.12284433841705322,-0.01626551693232159,-0.11436188220977783,-0.16737481951713562,-0.01823031326682667,-0.08002430200576782,-0.12777748703956604,0.01660097034721275,-0.08992594480514526,-0.1745864748954773,-0.006352092436713974,-0.08312630653381348,-0.13062435388565063,-0.019266098569346468,-0.07508885860443115,-0.10199767351150513,-0.023515676911188166,-0.05239611864089966,-0.1344897449016571,0.01171440461723705,-0.06387847661972046,-0.17854321002960205,-0.012162403966499369,-0.056620240211486816,-0.12198042869567871,-0.018005709926796953,-0.04758310317993164,-0.0980730652809143,-0.014531731437159578,-0.023747265338897705,-0.13525992631912231,0.0018682574674357966,-0.036385178565979004,-0.17884033918380737,-0.0216334367349873,-0.03187030553817749,-0.1216576099395752,-0.0129063742414246,-0.023919343948364258,-0.09456080198287964,0.0010813060736154512,0.007681071758270264,-0.1304728388786316,-0.009230413305772345,-0.008230388164520264,-0.16381493210792542,-0.020314002241207163,-0.009710133075714111,-0.12350621819496155,-0.010246509517742197,-0.004515528678894043,-0.10138273239135742,0.0019025489974637821
A,0.0,0.0,0.0,-0.057100892066955566,-0.016779839992523193,-0.01255618783957857,-0.09906679391860962,-0.0677315890789032,-0.016194235564540804,-0.11545819044113159,-0.12666529417037964,-0.02156189645953077,-0.11481106281280518,-0.1720743179321289,-0.02257092113919157,-0.08018285036087036,-0.13309097290039062,0.012157236194838106,-0.08730912208557129,-0.17623233795166016,-0.012295927883457125,-0.07974112033843994,-0.12767928838729858,-0.025214776427816332,-0.07314181327819824,-0.1032203733921051,-0.029856596173118533,-0.05079293251037598,-0.14001676440238953,0.00889626328520876,-0.059166014194488525,-0.17877614498138428,-0.01536527186013359,-0.05292177200317383,-0.1184721291065216,-0.02001310701794523,-0.04696929454803467,-0.10182631015777588,-0.016359342293213786,-0.020860254764556885,-0.13999217748641968,0.00016427527393148011,-0.02930229902267456,-0.17722159624099731,-0.024575058401893557,-0.026965081691741943,-0.11724823713302612,-0.015117305361997069,-0.022229313850402832,-0.0972270667552948,-0.001210041025984765,0.01114577054977417,-0.1349581778049469,-0.010134187558065832,-0.0012716054916381836,-0.16068661212921143,-0.022217694701026858,-0.0035943984985351562,-0.11727184057235718,-0.012279288874339045,-0.000431060791015625,-0.09956175088882446,-0.0004839553459135004
A,0.0,0.0,0.0,-0.054161667823791504,-0.016716837882995605,-0.014515448990920277,-0.09581398963928223,-0.06675964593887329,-0.019316666457513065,-0.11287540197372437,-0.12379765510559082,-0.025355071458676548,-0.10898423194885254,-0.16876858472824097,-0.026989663649061413,-0.0738058090209961,-0.13357335329055786,0.009204535115799217,-0.0810546875,-0.16978541016578674,-0.01540709815517971,-0.07584702968597412,-0.12086057662963867,-0.02741020422027418,-0.07103675603866577,-0.10326123237609863,-0.03203488763020346,-0.044662415981292725,-0.14042314887046814,0.006352707580020933,-0.05275082588195801,-0.17079898715019226,-0.01740501697705099,-0.04938298463821411,-0.11026975512504578,-0.020064851898411007,-0.045674800872802734,-0.10247477889060974,-0.015513602342167587,-0.014905214309692383,-0.14058184623718262,-0.002305922494912238,-0.02293938398361206,-0.16903460025787354,-0.027727220836737843,-0.022453010082244873,-0.10897782444953918,-0.01697077292547533,-0.019291937351226807,-0.09784889221191406,-0.002531971946069689,0.01709228754043579,-0.13513663411140442,-0.012735967222312183,0.004959583282470703,-0.1580515205860138,-0.025778687257030697,0.0017139911651611328,-0.1130533516407013,-0.015361207235315533,0.0043762922286987305,-0.09858286380767822,-0.003289094824054928
A,0.0,0.0,0.0,-0.0506824254989624,-0.008547067642211914,-0.021607103257622384,-0.09342449903488159,-0.056953996419906616,-0.02852995736822095,-0.10991638898849487,-0.11272940039634705,-0.03471559515520539,-0.10539412498474121,-0.15643629431724548,-0.035615662544216775,-0.07424545288085938,-0.12948954105377197,0.0021542774390468367,-0.07732224464416504,-0.15355512499809265,-0.021963544621314668,-0.06967848539352417,-0.10583308339118958,-0.03134510895534959,-0.06802332401275635,-0.10106062889099121,-0.03478789931460824,-0.0438084602355957,-0.13735195994377136,0.002084099954743124,-0.04681658744812012,-0.1561581790447235,-0.022940461023893022,-0.042176783084869385,-0.09632790088653564,-0.024077091797437333,-0.04341113567352295,-0.1027127206325531,-0.018094556837525033,-0.013597428798675537,-0.1393149495124817,-0.004420913721617126,-0.01501154899597168,-0.15220233798027039,-0.031191019772734307,-0.014293551445007324,-0.09562507271766663,-0.020707969053830766,-0.01591867208480835,-0.10041695833206177,-0.006726368761803769,0.018182694911956787,-0.1375194489955902,-0.013342757209386491,0.012751221656799316,-0.15002241730690002,-0.02693826934620347,0.01128321886062622,-0.10656467080116272,-0.017634226440634393,0.012466132640838623,-0.10227090120315552,-0.006641013513501548
A,0.0,0.0,0.0,-0.051970839500427246,-0.010654568672180176,-0.01802282483589579,-0.09428578615188599,-0.062280356884002686,-0.023186436680077804,-0.1096460223197937,-0.12109050154685974,-0.028478032735108627,-0.10607612133026123,-0.16556745767593384,-0.028997351241230263,-0.07345670461654663,-0.1296488642692566,0.004236358857781397,-0.0789141058921814,-0.16267234086990356,-0.019595538091778053,-0.07172155380249023,-0.11295932531356812,-0.029294169333695663,-0.06828200817108154,-0.1018940806388855,-0.032591030758737816,-0.043031394481658936,-0.13633602857589722,0.002689563377828108,-0.049438655376434326,-0.16561725735664368,-0.021505347278832687,-0.04596734046936035,-0.10471981763839722,-0.022651870560764564,-0.04396790266036987,-0.10149624943733215,-0.01672175602328707,-0.012958705425262451,-0.13677626848220825,-0.004886393261074318,-0.01854497194290161,-0.16267400979995728,-0.030615190801142944,-0.018376469612121582,-0.10406419634819031,-0.019743201148628486,-0.01666492223739624,-0.09837335348129272,-0.005253721320002569,0.01919931173324585,-0.13318905234336853,-0.014513171103715194,0.010432600975036621,-0.15573692321777344,-0.027372627344846023,0.007271409034729004,-0.11216536164283752,-0.017466735851883186,0.00900191068649292,-0.10060280561447144,-0.005980206479250683
A,0.0,0.0,0.0,-0.05632072687149048,-0.017040789127349854,-0.012146243255415357,-0.09773468971252441,-0.07093864679336548,-0.0155782144403247,-0.11171877384185791,-0.13155359029769897,-0.020720434736290372,-0.10724872350692749,-0.17671799659729004,-0.021759630542078412,-0.07644045352935791,-0.1340828537940979,0.0101121343785735,-0.08109122514724731,-0.1793336570262909,-0.014374173607507146,-0.07525551319122314,-0.13140839338302612,-0.027049825887957013,-0.07037490606307983,-0.10575109720230103,-0.031401309545913136,-0.0463215708732605,-0.13927873969078064,0.00676231143268069,-0.05320572853088379,-0.18096542358398438,-0.017782041232862866,-0.04848581552505493,-0.12035378813743591,-0.022478358249941266,-0.043748438358306885,-0.10114949941635132,-0.018666454952040112,-0.016222774982452393,-0.13828045129776,-0.0017439534541381363,-0.02365553379058838,-0.1780329942703247,-0.026556360896506703,-0.022189080715179443,-0.11835059523582458,-0.017152321886101163,-0.018460392951965332,-0.09651896357536316,-0.0031039953584013347,0.015671491622924805,-0.1323302686214447,-0.011677219893613255,0.004594683647155762,-0.16113561391830444,-0.02340806963650266,0.0017538666725158691,-0.11912471055984497,-0.013142384018578923,0.003858208656311035,-0.10083770751953125,-0.0011591052290214066
A,0.0,0.0,0.0,-0.055145978927612305,-0.017577946186065674,-0.014585451575214847,-0.09702920913696289,-0.07217708230018616,-0.018465301374192222,-0.1116902232170105,-0.13402575254440308,-0.02391196636318682,-0.10670918226242065,-0.17965656518936157,-0.024755372086758598,-0.07977050542831421,-0.1381627917289734,0.012863106673364655,-0.08276098966598511,-0.18327179551124573,-0.013410484770531639,-0.07471680641174316,-0.13355380296707153,-0.02724613470792292,-0.0699164867401123,-0.10858383774757385,-0.031998750174636825,-0.04961585998535156,-0.14253103733062744,0.010346839783494488,-0.05459517240524292,-0.18541651964187622,-0.016762096787090286,-0.04809004068374634,-0.12242314219474792,-0.022618404010529503,-0.04500669240951538,-0.10424470901489258,-0.018634550625677093,-0.019621312618255615,-0.14135104417800903,0.0019181577924314297,-0.024882853031158447,-0.18059825897216797,-0.025593981499071106,-0.022081971168518066,-0.11892038583755493,-0.016851976866121277,-0.02001410722732544,-0.0982423722743988,-0.002233758688191756,0.011463940143585205,-0.13531258702278137,-0.008161197768743023,0.002255678176879883,-0.16241693496704102,-0.021669281998867973,0.001285851001739502,-0.11890149116516113,-0.011918299252386078,0.0030056238174438477,-0.10190519690513611,0.00037188816048683293
A,0.0,0.0,0.0,-0.05511754751205444,-0.022514522075653076,-0.011239056291174165,-0.09422081708908081,-0.07743090391159058,-0.014329406248521082,-0.10649329423904419,-0.138715922832489,-0.01984779052634167,-0.10056674480438232,-0.182479590177536,-0.021415387095998994,-0.07385671138763428,-0.14032596349716187,0.014638319795835741,-0.07677608728408813,-0.18730157613754272,-0.010412050226818792,-0.0713910460472107,-0.1412436068058014,-0.024449993671964876,-0.06704860925674438,-0.11221998929977417,-0.02931138761539387,-0.04452228546142578,-0.14340531826019287,0.010799545047689207,-0.049162209033966064,-0.18688055872917175,-0.014975814895819894,-0.04510509967803955,-0.12763017416000366,-0.021393124761175386,-0.041950345039367676,-0.10388535261154175,-0.018122303115319482,-0.01517421007156372,-0.1409642994403839,0.0015543985160775264,-0.020707011222839355,-0.18217051029205322,-0.02422119938034939,-0.019613027572631836,-0.12309396266937256,-0.016166218372177354,-0.017269432544708252,-0.09703579545021057,-0.002372136155258886,0.015682220458984375,-0.1328362226486206,-0.009099844658862821,0.005654454231262207,-0.1638077199459076,-0.02204597257275509,0.0033209919929504395,-0.12181797623634338,-0.012655020507168047,0.0050626397132873535,-0.1009875237941742,-0.0007196137934215585
A,0.0,0.0,0.0,-0.05559760332107544,-0.02227240800857544,-0.009989484173502206,-0.09437799453735352,-0.07754886150360107,-0.01239783126607108,-0.1065908670425415,-0.13846957683563232,-0.017371705693449258,-0.10212206840515137,-0.1830754578113556,-0.0185385373954432,-0.07384324073791504,-0.13699468970298767,0.015427991787646533,-0.07724148035049438,-0.18617933988571167,-0.008157021326269387,-0.07148611545562744,-0.14126303791999817,-0.02134884237989354,-0.06703919172286987,-0.11174079775810242,-0.02579791560515332,-0.04479175806045532,-0.14065209031105042,0.011250788385723354,-0.05004352331161499,-0.18819355964660645,-0.013126457070256947,-0.045685410499572754,-0.12999239563941956,-0.01935039922341275,-0.04210400581359863,-0.10452333092689514,-0.016145723832096337,-0.015546441078186035,-0.13849744200706482,0.0019917043789519084,-0.02147674560546875,-0.1837221086025238,-0.022600877058948754,-0.02023148536682129,-0.12524500489234924,-0.014522811358119725,-0.017702341079711914,-0.097086101770401,-0.0009215416687311517,0.01534414291381836,-0.13057145476341248,-0.008538058919157265,0.00537341833114624,-0.16424214839935303,-0.02104027472182679,0.0025336742401123047,-0.12276729941368103,-0.01160822618498969,0.003805994987487793,-0.09992185235023499,0.00020469681089707592
A,0.0,0.0,0.0,-0.05526059865951538,-0.018673479557037354,-0.012807430378188656,-0.09618699550628662,-0.07311201095581055,-0.016169530018260048,-0.10989385843276978,-0.134749174118042,-0.021449126913239525,-0.1055637001991272,-0.17929762601852417,-0.02245123186617093,-0.07914263010025024,-0.137051522731781,0.01340907099188371,-0.08028346300125122,-0.18382328748703003,-0.011973434737910793,-0.07257282733917236,-0.13666191697120667,-0.0257303646346827,-0.06909644603729248,-0.10908970236778259,-0.03045914196877675,-0.05006289482116699,-0.14119106531143188,0.010278283008346989,-0.05241382122039795,-0.18481138348579407,-0.015621787547161148,-0.04586237668991089,-0.12393689155578613,-0.02144351476340489,-0.0445210337638855,-0.1021120548248291,-0.017961457981755302,-0.02103215456008911,-0.1399400532245636,0.0015273861074547312,-0.023954927921295166,-0.18030673265457153,-0.025100602447082565,-0.02066725492477417,-0.12041044235229492,-0.016898308559348152,-0.01983708143234253,-0.09583726525306702,-0.003058763132457898,0.009033799171447754,-0.1330629587173462,-0.008713153800954387,0.002033829689025879,-0.16221046447753906,-0.02250972078650193,0.0017287135124206543,-0.11921587586402893,-0.013342224671532676,0.0023482441902160645,-0.09886643290519714,-0.0015830007894237497
A,0.0,0.0,0.0,-0.0552828311920166,-0.018982797861099243,-0.012089906042120901,-0.09549522399902344,-0.07310986518859863,-0.015251705204747168,-0.10911518335342407,-0.1349169909954071,-0.020483851214549986,-0.1051027774810791,-0.17968469858169556,-0.02160814755191609,-0.0773477554321289,-0.13666075468063354,0.01384681112537578,-0.07845813035964966,-0.18380939960479736,-0.011076753740809409,-0.07168644666671753,-0.13689658045768738,-0.024734688704512564,-0.06841915845870972,-0.10839322209358215,-0.02945489787092015,-0.0486331582069397,-0.14043575525283813,0.01050516053507522,-0.05110520124435425,-0.18454918265342712,-0.014886244913242308,-0.045404136180877686,-0.12425786256790161,-0.020786152934334723,-0.043891191482543945,-0.10137864947319031,-0.017571963151596037,-0.019915342330932617,-0.138796865940094,0.0016770840011020027,-0.022954165935516357,-0.18033137917518616,-0.024441139554284064,-0.020281732082366943,-0.12077903747558594,-0.016403963571093527,-0.019225239753723145,-0.09504139423370361,-0.0028591256268839516,0.010058045387268066,-0.1316191852092743,-0.008575745640001742,0.003000319004058838,-0.16219854354858398,-0.022209714879892317,0.0023477673530578613,-0.11936041712760925,-0.013163273935816733,0.0030474066734313965,-0.09815090894699097,-0.0015859832201670088
